,0
10,"[0.7138028403769566, 0.3421385248489114, 0.08721096721509403, 8, 15, 0.9875393026158079, 0.9965680496745397, 0.6048737200226941, 0.6435610553777353, 0.04246877296213869] : (9.5, 1535.375, 2119.5)"
11,"[0.8236764429411386, 0.35647072263628565, 0.07319898086869714, 3, 10, 0.38654777351375, 0.9965680496745397, 0.9302053416800453, 0.6435610553777353, 0.27298060724216944] : (9.5, 1555.0, 1941.25)"
12,"[0.7138028403769566, 0.3421385248489114, 0.37006683504431515, 4, 15, 0.6771749205448041, 0.10525102343194481, 0.6048737200226941, 0.4498789212944384, 0.9816651830795027] : (9.5, 1633.375, 1780.0)"
13,"[0.5379181585805525, 0.021531738649500753, 0.2435860377348652, 9, 12, 0.8249333524168143, 0.10525102343194481, 0.9302053416800453, 0.01111109571246216, 0.11683621612592043] : (9.5, 1737.0, 2051.25)"
14,"[0.8236764429411386, 0.3421385248489114, 0.2435860377348652, 1, 1, 0.6771749205448041, 0.9965680496745397, 0.24085547269437846, 0.4498789212944384, 0.9816651830795027] : (9.5, 1768.5, 1365.75)"
15,"[0.7138028403769566, 0.3421385248489114, 0.37006683504431515, 6, 15, 0.9875393026158079, 0.10525102343194481, 0.6048737200226941, 0.4498789212944384, 0.9816651830795027] : (9.5, 1773.0, 1372.75)"
16,"[0.8236764429411386, 0.09477568789973734, 0.13992319713437795, 3, 16, 0.8249333524168143, 0.8362039135526398, 0.9302053416800453, 0.6435610553777353, 0.5536575137838642] : (9.5, 1774.5, 1859.0)"
17,"[0.2922433820454017, 0.9790148901242915, 0.07319898086869714, 10, 17, 0.38654777351375, 0.9965680496745397, 0.6048737200226941, 0.6435610553777353, 0.7950991523014673] : (9.5, 1780.375, 1804.5)"
18,"[0.7138028403769566, 0.6915502360157532, 0.11243735306588387, 5, 15, 0.17471357744457905, 0.10525102343194481, 0.6945373207515132, 0.2336309428916078, 0.5027231488329325] : (9.5, 1791.375, 2294.75)"
19,"[0.8063301400968571, 0.305207783153176, 0.21933568668656023, 3, 10, 0.35077819803747257, 0.9965680496745397, 0.9302053416800453, 0.6435610553777353, 0.5027231488329325] : (9.5, 1798.125, 1780.25)"
20,"[0.8596619050806111, 0.3421385248489114, 0.5942745684824613, 6, 12, 0.35077819803747257, 0.10525102343194481, 0.48025560490151686, 0.4498789212944384, 0.5027231488329325] : (9.5, 1801.0, 1568.25)"
21,"[0.5379181585805525, 0.3421385248489114, 0.2435860377348652, 6, 12, 0.8249333524168143, 0.10525102343194481, 0.9302053416800453, 0.6617007543492862, 0.050000198580006594] : (9.5, 1807.25, 1539.25)"
22,"[0.2922433820454017, 0.305207783153176, 0.07319898086869714, 3, 10, 0.38654777351375, 0.26566513711952167, 0.6048737200226941, 0.6435610553777353, 0.7950991523014673] : (9.5, 1826.0, 1823.75)"
23,"[0.8236764429411386, 0.3421385248489114, 0.37006683504431515, 1, 15, 0.6771749205448041, 0.4653418845518328, 0.08747003263183517, 0.4498789212944384, 0.9144338191212977] : (9.5, 1851.0, 1735.25)"
24,"[0.8236764429411386, 0.305207783153176, 0.13992319713437795, 3, 10, 0.38654777351375, 0.9965680496745397, 0.7029563279539902, 0.6435610553777353, 0.7807728552030283] : (9.5, 1855.75, 1555.25)"
25,"[0.8236764429411386, 0.305207783153176, 0.08721096721509403, 8, 8, 0.8003293057684279, 0.9965680496745397, 0.7029563279539902, 0.6435610553777353, 0.7807728552030283] : (9.5, 1859.75, 1526.25)"
26,"[0.8236764429411386, 0.2777392543860818, 0.7004280582804717, 5, 12, 0.0032571230392972605, 0.1436406804922935, 0.24085547269437846, 0.23349246878008245, 0.050000198580006594] : (9.5, 1898.375, 1377.75)"
27,"[0.5379181585805525, 0.6918500751407806, 0.5942745684824613, 5, 12, 0.17471357744457905, 0.1436406804922935, 0.6714197302178881, 0.4498789212944384, 0.5027231488329325] : (9.5, 1928.75, 1678.75)"
28,"[0.8236764429411386, 0.9790148901242915, 0.5622907524932543, 10, 17, 0.38654777351375, 0.9965680496745397, 0.7029563279539902, 0.5536950064731923, 0.7950991523014673] : (9.5, 1973.0, 1436.75)"
29,"[0.21569246914533735, 0.31793770113873, 0.5942745684824613, 2, 12, 0.8249333524168143, 0.9965680496745397, 0.9302053416800453, 0.23349246878008245, 0.04886317056786882] : (9.5, 1982.75, 886.75)"
